Geneid	8FG1	8FG2	8FG3	8FS1	8FS2	8FS3	8MG1	8MG2	8MG3	8MS1	8MS2	8MS3	8WM1	8WM2	8WM3
latens_genome_00018934	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
latens_genome_00018937	6	16	2	0	4	2	2	0	0	4	2	4	2	8	0
latens_genome_00018938	224	250	294	176	236	212	0	0	0	6	0	0	50	134	92
latens_genome_00018939	52	50	50	26	8	30	0	0	0	2	12	6	16	26	4
latens_genome_00018941	2	0	0	6	2	0	6	0	0	4	22	0	7	3	3
latens_genome_00018942	680	1150	1080	646	814	694	2	0	4	2	10	2	120	310	126
latens_genome_00018945	4	2	0	10	4	6	0	0	0	0	8	0	6	2	4
latens_genome_00018946	242	370	386	305	314	250	16	12	4	18	26	12	136	146	100
latens_genome_00022714	32	52	52	11	23	19	16	29	0	17	26	6	12	17	38
latens_genome_00022719	35	36	87	50	25	54	13	8	0	15	9	10	55	33	39
latens_genome_00022723	2972	3692	2750	2054	2487	1980	1094	445	1032	839	459	1024	960	1167	981
latens_genome_00022724	3345	3630	3066	1905	2003	1274	883	233	792	595	263	770	1285	1697	1021
latens_genome_00022726	6746	5659	5763	3247	4075	3965	1331	340	396	1078	593	759	2785	3897	2894
latens_genome_00022729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00022734	0	0	0	0	0	0	6	4	1	0	1	0	0	0	1
latens_genome_00022735	6	2	0	4	8	6	21	22	2	16	18	7	18	8	6
latens_genome_00022737	2421	1897	2815	1300	1422	1546	816	1056	97	330	378	59	137	505	230
latens_genome_00022741	1258	1283	1521	715	547	352	219	386	36	124	125	53	115	333	125
latens_genome_00022743	539	512	3971	440	265	1792	122	85	69	26	45	65	839	816	567
latens_genome_00022744	1018	288	428	332	218	368	18616	6294	6333	5346	4664	3855	8188	3284	3513
latens_genome_00022709	0	0	0	0	6	0	0	0	0	2	2	0	2	0	0
latens_genome_00022710	0	0	4	0	0	0	0	2	0	0	2	0	2	0	0
latens_genome_00022711	4	2	0	0	0	0	2	0	0	0	0	0	9	0	0
latens_genome_00022712	0	0	0	0	0	0	0	2	0	0	4	2	4	0	2
latens_genome_00022713	462	208	331	269	120	179	7061	10556	883	2130	2421	498	1635	510	594
latens_genome_00022715	112	100	218	54	53	132	22	10	46	17	26	107	114	158	90
latens_genome_00022716	0	2	4	0	0	0	4	7	6	8	14	6	10	0	0
latens_genome_00022718	2	2	6	8	0	7	1	4	0	2	2	0	4	7	2
latens_genome_00022720	3620	2672	3499	2073	1781	2319	663	168	290	490	543	830	3183	4351	3103
latens_genome_00022721	12655	15132	17136	10425	15104	10865	8600	12992	5088	9480	8106	5165	6798	6923	5451
latens_genome_00022722	2684	1896	2906	1517	1929	1945	290	93	251	274	348	715	2903	2832	2030
latens_genome_00022725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00022727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00022728	152	65	68	381	273	327	638	332	84	643	786	476	944	646	619
latens_genome_00022730	0	0	0	6	0	12	0	4	0	0	20	4	12	16	2
latens_genome_00022731	4933	1632	1985	11076	8467	10112	2597	916	1402	7601	4748	8642	7986	6574	7652
latens_genome_00022733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00022736	4727	2919	3193	3252	2730	2427	3547	1495	534	939	951	583	2541	3160	1898
latens_genome_00022738	816	758	908	504	469	480	401	360	63	198	221	38	369	490	265
latens_genome_00022739	6	7	13	7	3	8	2	0	0	2	0	0	1	5	5
latens_genome_00022740	26	18	12	9	14	6	11	7	8	2	0	0	24	25	4
latens_genome_00022742	139	63	126	59	50	79	45	14	18	17	4	8	59	79	35
latens_genome_00022717	759	1299	1192	593	853	543	92	105	14	220	277	81	519	517	400
latens_genome_00022732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00022805	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00022806	0	0	0	0	3	0	0	6	0	0	0	0	6	0	2
latens_genome_00022808	4	0	4	20	20	12	4	0	0	10	6	2	83	60	107
latens_genome_00022812	10	10	32	14	10	2	0	0	0	0	0	2	0	0	0
latens_genome_00022822	0	6	0	0	0	0	0	0	0	2	8	0	9	4	0
latens_genome_00022804	10	34	56	16	12	12	2	0	16	8	2	148	30	20	30
latens_genome_00022809	0	2	0	2	0	4	20	42	0	18	44	4	4	4	8
latens_genome_00022810	0	2	0	2	12	4	0	12	0	26	52	8	60	12	18
latens_genome_00022813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00022814	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
latens_genome_00022815	0	0	0	0	12	0	2	2	0	2	21	0	0	2	0
latens_genome_00022816	0	2	0	0	0	0	0	0	0	22	4	0	0	0	0
latens_genome_00022817	0	0	0	4	0	2	0	2	0	0	8	0	4	2	0
latens_genome_00022818	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
latens_genome_00022819	40	40	34	16	46	26	0	0	0	0	4	0	50	34	34
latens_genome_00022820	0	1	0	2	0	0	0	0	0	2	2	0	8	6	10
latens_genome_00022821	0	0	2	6	0	8	2	0	0	8	8	0	18	10	8
latens_genome_00022823	0	0	0	0	0	0	0	0	14	0	0	0	6	4	4
latens_genome_00022824	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2
latens_genome_00022825	4	14	6	6	2	24	0	0	0	0	0	0	0	0	0
latens_genome_00022828	0	0	0	2	0	0	2	2	0	10	22	14	44	64	9
latens_genome_00022807	6	2	4	14	4	14	0	0	4	10	2	2	70	50	108
latens_genome_00022811	0	8	2	2	0	0	2	4	0	0	2	0	60	46	32
latens_genome_00022827	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0
latens_genome_00022826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00022915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00022916	13431	16038	14917	9622	9628	8952	3826	4492	2518	1796	2090	1226	2742	5900	3140
latens_genome_00022917	1767	1933	1996	1408	1186	730	1566	3338	180	1074	1026	130	349	302	269
latens_genome_00022914	12600	12581	10695	9236	8893	7716	12303	7915	4972	3851	4450	3452	8542	6855	4985
latens_genome_00022919	572	390	256	264	202	268	52	60	98	38	58	116	538	1300	568
latens_genome_00022918	532	470	865	598	272	718	228	68	62	144	132	162	913	1506	956
latens_genome_00021043	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0
latens_genome_00021044	15	20	25	3	26	10	18	26	4	0	6	0	8	12	2
latens_genome_00021048	137	68	73	676	490	904	136	44	73	820	706	985	3068	2624	2467
latens_genome_00021050	2	10	2	0	10	3	0	0	0	0	0	0	0	4	0
latens_genome_00021051	4	8	2	0	6	0	0	0	0	0	0	0	0	2	2
latens_genome_00021040	14	0	0	6	0	0	45	4	20	10	8	6	24	2	2
latens_genome_00021041	96	0	16	8	0	2	3643	3301	372	744	596	106	488	130	172
latens_genome_00021042	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0
latens_genome_00021045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021047	6455	763	1388	2227	3280	1635	158271	51833	48665	58220	32822	28986	46271	28457	20566
latens_genome_00021049	4150	1721	6571	9875	7935	20855	4500	1749	4535	8009	6848	14163	17405	17926	17119
latens_genome_00021052	1173	1402	1750	839	633	728	4	0	6	6	14	16	117	520	274
latens_genome_00021053	1009	17	313	381	22	191	23576	28203	2938	11295	10285	1252	3790	1537	1585
latens_genome_00021056	1681	7	201	766	12	260	27986	16654	4543	7712	9546	4439	19609	8291	10263
latens_genome_00021060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021063	1711	1756	2384	1098	1356	1690	2122	676	1130	1091	888	1123	3887	3980	3305
latens_genome_00021066	17201	13878	14498	11063	8676	6091	2965	1128	2739	2210	2090	3748	20879	28218	15722
latens_genome_00021068	15558	12736	18077	8767	7712	9704	2564	766	413	1471	1228	880	5476	9777	5054
latens_genome_00021054	35	14	28	150	154	172	42	25	16	484	257	392	548	428	384
latens_genome_00021055	1113	2	104	432	8	152	16148	9943	2146	4864	5990	2480	11274	6417	6155
latens_genome_00021057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021059	501	96	237	2197	393	1316	771	176	114	4189	831	687	533	525	493
latens_genome_00021062	817	812	1010	700	818	750	678	264	397	541	430	601	2131	1779	1811
latens_genome_00021064	611	629	995	708	762	1222	1856	1559	598	1351	1117	1165	2925	2532	2424
latens_genome_00021065	4	2	4	4	4	4	0	0	2	10	0	28	12	10	15
latens_genome_00021061	969	344	486	3997	2774	4030	1669	481	649	3516	2550	5748	5038	3484	3061
latens_genome_00021071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021072	21	13	17	22	72	30	19	39	34	27	56	65	97	86	82
latens_genome_00021077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021081	68	2	0	94	20	6	36	18	4	16	36	0	599	298	204
latens_genome_00021082	543	390	490	1077	1828	1805	689	183	387	1043	956	1741	3089	3170	3121
latens_genome_00021084	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0
latens_genome_00021085	41	71	61	205	157	175	553	660	118	561	368	380	646	490	396
latens_genome_00021088	3271	4175	5497	2490	2655	2625	452	253	287	699	460	928	1441	1860	1231
latens_genome_00021091	447	210	325	484	546	636	160	34	116	258	268	424	3125	2278	2069
latens_genome_00021067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021069	1610	1997	2082	1944	4052	2470	835	1288	1169	2264	2094	2497	3050	2818	2291
latens_genome_00021070	4528	2814	3573	3685	2397	4043	1686	447	588	1930	909	1538	3324	3226	2499
latens_genome_00021073	22009	23425	22979	16348	22056	16297	12315	8861	7982	7944	6532	6998	9693	10438	7624
latens_genome_00021074	24442	22639	26290	17576	15707	17788	6652	1912	3224	6777	3195	5183	13049	18039	11646
latens_genome_00021075	31429	27107	28304	18118	21802	17414	35840	14181	15912	12944	11744	12534	39013	37273	26313
latens_genome_00021076	14	6	6	84	41	119	41	7	26	1628	815	688	258	222	185
latens_genome_00021078	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
latens_genome_00021079	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
latens_genome_00021080	0	0	0	2	0	0	0	0	0	0	2	4	2	8	0
latens_genome_00021083	10	6	12	37	48	58	28	4	6	105	66	72	183	191	82
latens_genome_00021086	21285	23197	25514	15472	16809	14079	11010	5551	5043	6804	4911	6451	7291	9415	5919
latens_genome_00021087	15098	20963	19186	10102	12821	9024	8231	2806	6343	5211	3318	6438	10372	13716	8498
latens_genome_00021089	1252	434	743	2411	2190	3277	1077	376	342	1125	914	944	1377	1263	1214
latens_genome_00021090	1358	2	270	569	0	168	24605	12236	2995	8732	5857	1961	6418	2966	2444
latens_genome_00021094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021095	105	151	52	294	2666	926	149	59	18	921	954	359	8827	8265	6885
latens_genome_00021097	1961	1446	1147	5870	6701	6315	1067	377	508	4832	4645	7445	17599	14059	13125
latens_genome_00021101	4319	5989	5992	2699	3681	2937	2091	910	2075	1572	979	2312	2433	2972	2130
latens_genome_00021104	0	0	4	0	0	2	14	18	2	2	4	2	12	1	4
latens_genome_00021107	16236	21638	27503	9113	11594	8631	11275	4639	7264	4344	3199	2901	7270	8545	5855
latens_genome_00021109	14456	16817	18548	8186	10519	9772	3736	1552	2827	2427	1755	2367	5717	7824	5081
latens_genome_00021110	388	50	148	196	20	78	9882	4347	3826	3173	2344	1278	3188	816	1149
latens_genome_00021111	24	34	22	72	28	62	26	76	16	118	150	32	408	345	306
latens_genome_00021112	6	8	16	1470	6	456	502	1344	606	36375	27993	16015	9312	4652	5495
latens_genome_00021115	606	0	26	332	2	51	14406	7616	962	4726	2777	738	1903	1410	670
latens_genome_00021117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021092	241	3	42	113	10	91	4778	1711	1187	1400	1037	1017	3706	1681	1681
latens_genome_00021093	205	40	50	177	60	121	3647	1595	672	875	931	670	3713	1774	1966
latens_genome_00021096	525	273	369	1169	1132	1440	461	303	304	910	776	1013	919	1098	809
latens_genome_00021098	11076	15518	16399	8549	12856	10159	2826	4563	2596	3359	3109	2833	3208	4757	2497
latens_genome_00021099	14859	14557	19061	6852	7901	8716	2831	909	1007	1879	1706	1396	9852	14722	10414
latens_genome_00021100	1318	1716	1926	960	1480	840	2636	6012	2596	1768	1869	1294	1007	948	659
latens_genome_00021102	9525	6029	6735	29531	36595	51811	10792	9682	8290	40123	42381	51059	66027	51573	53555
latens_genome_00021103	190	0	18	62	0	16	2364	1568	360	694	730	292	1261	514	752
latens_genome_00021105	96	42	65	429	388	466	138	75	45	709	623	736	2412	2298	2017
latens_genome_00021106	6282	5829	7590	3596	4143	4579	982	422	768	420	392	1064	3105	5461	2737
latens_genome_00021108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021113	837	62	1558	3173	1612	13270	181	507	183	872	1381	1519	4253	4046	5174
latens_genome_00021114	42	4	2	32	24	19	568	672	83	201	132	43	483	143	192
latens_genome_00021116	5913	6799	7732	3796	5352	4381	2804	1751	1662	1529	1365	1871	6834	8682	5416
latens_genome_00021121	3302	4892	5548	2944	3524	3794	299	33	643	377	361	1649	2394	3902	2391
latens_genome_00021123	0	0	0	0	0	0	0	0	0	0	0	6	2	1	0
latens_genome_00021124	1253	489	842	1880	1588	2136	907	669	374	1176	1017	1995	5072	4285	4037
latens_genome_00021130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021131	37	20	18	55	29	44	68	87	15	126	78	24	108	75	81
latens_genome_00021137	4966	1427	3537	9415	6563	11546	2042	987	2052	7471	5135	14937	33550	24174	27223
latens_genome_00021139	10	0	0	19	24	34	19	15	0	117	72	4	147	226	10
latens_genome_00021141	2414	1622	2426	30455	33299	34283	3304	2708	3763	41092	33752	81528	20763	14270	15889
latens_genome_00021118	2	18	6	67	133	18	54	18	8	75	93	302	8454	2775	4316
latens_genome_00021120	230	20	40	104	44	37	2836	1130	373	796	707	447	3411	1150	1587
latens_genome_00021122	45	83	176	46	65	54	11	2	12	9	8	25	44	60	79
latens_genome_00021125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021126	4647	5167	6522	2554	3384	3155	3848	1927	2268	1564	1235	1471	2739	2879	2033
latens_genome_00021127	1703	1680	1863	836	1025	1015	1573	550	410	498	387	291	1153	1487	935
latens_genome_00021128	1672	1867	1731	956	982	896	286	103	173	152	185	221	744	1497	784
latens_genome_00021129	8334	8238	8995	4067	4374	4119	3577	1046	664	1769	1214	845	4909	5904	4247
latens_genome_00021132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021133	104	74	72	1783	1362	1433	110	44	37	820	660	1884	810	519	430
latens_genome_00021134	276	116	107	1496	985	1450	356	218	498	906	1176	2500	6564	4463	4406
latens_genome_00021135	52	2	51	254	53	448	32	102	36	199	249	211	96	92	65
latens_genome_00021136	1987	1948	3850	5588	12340	21484	2313	2277	4223	5307	8686	17859	13973	13579	14235
latens_genome_00021138	6	1	2	26	8	38	10	16	2	22	36	30	40	12	25
latens_genome_00021140	2722	1215	1090	14415	11155	9002	2215	2289	1997	13555	18509	23530	7914	7238	6634
latens_genome_00021142	9656	7576	9600	9978	9099	12256	3122	1193	2587	7258	6628	14135	25252	21973	21095
latens_genome_00021144	6799	8376	8315	5109	6516	5962	816	554	521	689	713	938	1918	2952	2093
latens_genome_00021145	6991	8024	6573	5012	6540	4803	2327	1028	2106	1078	980	2573	3703	5577	3652
latens_genome_00021146	22170	28006	25891	18625	21036	18668	5892	3237	7303	5872	4607	14576	11401	13380	9302
latens_genome_00021150	728	661	492	594	362	403	150	248	78	92	138	69	579	405	481
latens_genome_00021151	3606	3849	3076	2643	2216	1286	802	277	252	336	329	234	1014	882	720
latens_genome_00021153	238	346	307	199	369	212	2	2	0	6	17	22	128	168	56
latens_genome_00021155	0	0	2	8	3	4	0	0	0	8	11	0	7	6	6
latens_genome_00021156	24	20	50	18	62	38	68	16	79	68	38	68	151	117	96
latens_genome_00021158	33168	40886	39825	22692	29165	20891	8435	4970	8331	6005	4575	7482	10594	14644	10429
latens_genome_00021159	10241	12583	10730	7015	7126	6030	1234	1032	186	944	877	304	1829	4183	1938
latens_genome_00021160	6469	7357	8716	6215	6682	6615	4049	1247	3908	3378	2574	5761	5072	6409	3997
latens_genome_00021161	346	237	340	1011	606	981	198	127	126	635	806	1430	10302	8894	7928
latens_genome_00021163	968	646	650	1456	697	1134	3539	1325	1205	2192	1341	1814	2264	1529	1241
latens_genome_00021164	2445	817	1616	5694	3846	5490	1558	922	1073	4880	4070	8081	7787	6704	6281
latens_genome_00021165	38	210	18	156	2008	202	46	20	16	164	516	316	6226	4282	5182
latens_genome_00021166	74	44	56	524	336	406	94	38	93	910	730	1236	5510	3952	3612
latens_genome_00021167	708	388	177	3701	3412	2334	595	470	404	2299	2203	4933	4712	4413	3960
latens_genome_00021143	69405	92203	89004	52258	66332	46720	41991	20131	33690	33310	17719	33967	30159	36240	26245
latens_genome_00021147	54	24	36	36	14	36	1162	2539	219	514	542	84	263	149	180
latens_genome_00021148	317	357	356	218	155	128	241	180	36	88	94	20	150	106	118
latens_genome_00021149	111	158	70	106	53	51	61	51	47	28	19	36	54	46	34
latens_genome_00021152	19258	28105	37021	41457	87029	70827	13895	9678	30032	31105	23699	76590	44776	51016	39621
latens_genome_00021154	250	118	184	622	576	672	81	78	86	844	682	1864	4714	3526	3696
latens_genome_00021157	22721	31558	30799	18146	21775	17623	4307	2849	3431	4853	4834	5824	7894	11265	6901
latens_genome_00021162	32144	47118	45484	17241	28127	22414	7555	2123	3866	4590	2887	4546	11532	20965	12232
latens_genome_00021170	492	234	366	3626	2496	2521	395	392	477	7730	7067	10035	5118	4642	4450
latens_genome_00021171	6	0	16	44	12	84	0	0	6	2	14	130	653	427	279
latens_genome_00021175	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0
latens_genome_00021176	240	92	98	290	498	246	112	24	128	292	324	466	6011	7090	5030
latens_genome_00021177	1418	1049	895	5497	6116	7010	1977	987	2702	3811	3891	10114	45040	37770	38957
latens_genome_00021181	53432	61501	70287	27443	37106	31804	21921	6870	9721	9445	5781	7610	25534	37801	23268
latens_genome_00021184	153373	205224	167158	117890	102215	65330	60955	69799	52672	94957	48469	64304	68713	86971	70045
latens_genome_00021185	117	166	166	152	134	165	84	60	48	167	164	114	447	324	359
latens_genome_00021186	50	20	45	268	281	200	187	84	35	199	234	498	874	783	734
latens_genome_00021187	692	830	600	2741	2838	2367	704	424	205	2908	3673	3000	3448	3178	2726
latens_genome_00021189	6	8	10	34	14	42	8	10	16	50	52	45	68	90	55
latens_genome_00021191	1704	2431	2184	1507	1561	1429	418	254	148	269	142	214	1806	1757	738
latens_genome_00021194	0	0	0	0	2	0	2	0	2	0	0	0	2	2	0
latens_genome_00021196	3040	3283	3513	2034	2068	1616	1370	1428	120	1664	1258	331	1568	1522	1000
latens_genome_00021199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021200	42041	47188	36909	59535	47385	29738	47192	25072	41075	61386	35553	70345	41983	40413	37808
latens_genome_00021201	14508	15138	13799	12300	9838	7720	9545	3244	3073	5667	3776	4624	6440	7353	4830
latens_genome_00021202	1593	992	1442	1970	1881	2958	2511	2174	1038	1747	1812	2761	8812	6249	7062
latens_genome_00021204	5	14	20	30	34	32	16	16	2	11	30	9	40	8	22
latens_genome_00021205	4560	542	3165	8571	3713	11992	2059	2849	813	3451	3663	2531	3122	3425	2577
latens_genome_00021206	103	28	71	168	99	189	560	843	48	273	199	68	238	107	149
latens_genome_00021168	317	295	263	2151	3003	2489	390	474	549	2407	2796	5773	2664	2265	2464
latens_genome_00021169	781	282	420	1703	1542	2324	524	199	350	2986	4839	2830	7975	5963	5549
latens_genome_00021172	627	1036	767	1851	4432	2278	452	304	461	4159	4131	5406	9706	6399	6928
latens_genome_00021173	226	108	198	1344	984	1524	158	158	54	988	912	1254	5622	5271	4951
latens_genome_00021174	4	2	0	16	17	28	9	4	0	14	41	2	13	13	22
latens_genome_00021178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00021179	8780	8300	9681	5660	8199	6730	10856	4836	5536	4269	3622	5419	8815	8034	6430
latens_genome_00021180	6992	7222	8501	4417	5284	6080	4196	1179	3205	1879	1474	3663	8096	7828	5988
latens_genome_00021182	2352	2686	3475	1086	899	1222	13023	6564	13912	4145	2623	5831	3790	2243	2085
latens_genome_00021183	1529	315	807	2251	1565	2427	1514	510	587	2482	1357	2388	3192	3117	3092
latens_genome_00021188	85	59	241	757	733	1533	57	88	276	405	632	1182	1563	1011	1267
latens_genome_00021190	979	665	1314	798	437	938	465	164	149	496	262	323	965	1043	745
latens_genome_00021192	15800	19301	17316	12211	13377	11074	5031	2171	2848	4033	2297	2497	5933	8579	5809
latens_genome_00021193	3452	3308	2895	2310	2370	1924	807	566	730	590	526	1199	1741	2432	1670
latens_genome_00021195	4177	4842	4398	3276	3782	3209	616	373	692	511	548	911	1547	2100	1677
latens_genome_00021197	6	10	10	8	0	8	0	6	35	6	2	23	4	2	2
latens_genome_00021198	2508	4132	4035	2083	2466	1874	274	125	630	280	210	951	797	1189	636
latens_genome_00021203	14743	11725	14637	12123	11144	13122	6423	2488	4135	4960	4627	6196	21569	23619	15508
latens_genome_00017897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00017899	2914	3683	4024	3839	3664	3404	627	438	156	2514	2034	1353	5076	5525	4127
latens_genome_00017902	139	115	66	360	461	333	85	89	36	335	742	292	1252	1530	948
latens_genome_00017906	0	2	0	512	28	118	174	602	68	11276	11543	2452	2812	1458	2600
latens_genome_00017908	16	38	34	40	28	58	20	26	6	152	154	54	212	159	80
latens_genome_00017909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00017912	0	0	0	0	0	0	4	0	0	0	0	0	4	1	0
latens_genome_00017895	57	56	60	30	18	32	4	0	0	6	4	0	10	0	14
latens_genome_00017896	43	23	46	25	49	52	2	0	0	42	26	41	180	206	124
latens_genome_00017898	8	7	6	11	0	14	0	0	0	9	11	1	51	88	58
latens_genome_00017900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00017901	165	120	93	441	315	438	120	99	14	458	530	204	676	885	608
latens_genome_00017903	0	0	0	4	0	0	2	4	0	12	16	4	10	38	6
latens_genome_00017904	118	150	194	308	852	976	327	104	96	468	442	376	1146	1318	829
latens_genome_00017907	56	74	34	84	60	54	114	56	24	350	280	126	1232	973	936
latens_genome_00017910	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0
latens_genome_00017911	303	864	489	251	573	243	82	153	0	241	235	24	174	269	116
latens_genome_00017905	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0
latens_genome_00017913	18	36	46	38	56	44	26	16	0	102	76	48	228	246	134
latens_genome_00017916	459	179	178	1404	1064	994	243	100	25	773	951	453	4692	3812	3027
latens_genome_00017917	2759	3215	2779	1951	2598	2202	94	25	20	118	163	104	1629	2782	1398
latens_genome_00017919	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00017920	4	2	0	138	0	52	28	332	16	3774	4466	838	1480	836	766
latens_genome_00017921	8	12	4	2	0	6	20	40	6	10	28	1	14	12	14
latens_genome_00017922	38	74	50	52	188	159	14	12	22	62	46	206	72	56	62
latens_genome_00017923	0	2	4	2	0	0	0	0	0	0	0	0	0	8	6
latens_genome_00017924	0	0	4	8	3	6	4	0	0	21	27	0	6	11	0
latens_genome_00017925	0	0	0	4	0	1	5	0	4	5	3	1	6	6	9
latens_genome_00017926	2	8	8	10	0	16	8	6	0	8	30	19	82	104	41
latens_genome_00017927	4	0	1	0	8	6	4	12	1	22	44	12	39	10	7
latens_genome_00017928	0	0	0	6	0	0	0	2	0	56	38	14	26	12	18
latens_genome_00017930	0	0	0	4	0	0	2	2	0	0	24	0	0	22	2
latens_genome_00017931	0	4	6	6	2	0	4	0	0	104	188	22	24	36	38
latens_genome_00017932	0	0	0	38	0	8	10	22	0	528	1005	124	322	208	156
latens_genome_00017914	0	0	0	12	2	2	0	0	0	10	10	0	0	0	0
latens_genome_00017915	4	0	4	12	4	4	6	2	0	2	10	0	12	6	1
latens_genome_00017918	464	1008	998	491	637	539	21	19	6	112	133	62	419	380	296
latens_genome_00017929	0	2	0	0	0	0	0	0	0	6	0	4	6	0	0
latens_genome_00017933	2	10	2	2	0	5	4	6	2	34	12	8	30	15	16
latens_genome_00017934	4	10	2	4	0	0	2	0	0	17	2	0	15	21	12
latens_genome_00017938	24	18	54	40	34	45	34	14	2	100	92	40	404	445	256
latens_genome_00017941	26	28	14	15	2	5	4	4	0	6	14	6	64	48	50
latens_genome_00017946	67	178	50	346	812	304	94	108	16	431	340	319	2380	1560	1248
latens_genome_00017947	2306	1308	1665	5447	8480	8323	2268	852	1419	3357	4246	6964	13154	12492	12231
latens_genome_00017950	0	2	0	0	10	0	4	2	0	8	0	0	20	0	6
latens_genome_00017951	831	101	796	2565	836	2783	709	1378	849	2828	3968	5806	885	953	833
latens_genome_00017954	202	50	128	374	466	646	224	136	56	630	901	414	2242	1411	1546
latens_genome_00017955	2352	2572	2686	2438	2234	1753	16	3	20	17	30	122	252	894	454
latens_genome_00017935	0	0	0	8	0	2	12	18	2	98	134	28	76	40	44
latens_genome_00017936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00017937	182	158	107	272	170	161	169	110	16	517	992	312	1857	1644	1311
latens_genome_00017939	86	34	46	212	180	258	100	110	10	750	1234	268	688	566	422
latens_genome_00017940	38	26	20	58	46	50	6	14	6	76	50	16	130	124	114
latens_genome_00017942	0	0	10	10	18	0	2	2	0	6	4	12	7	2	0
latens_genome_00017943	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0
latens_genome_00017944	180	76	56	682	434	578	150	42	34	640	466	382	564	548	414
latens_genome_00017945	6658	929	3488	20320	6325	18950	7813	1826	2571	40570	12563	17662	15407	13802	13543
latens_genome_00017948	223	117	159	1642	1260	1660	294	253	295	3163	2708	5246	1189	951	912
